0	می‌اندیشم	اندیش|می|می|می|می	اندیش|می|می|می|می	می+اندیش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م	V|N1+V+Y+N+N|N1+V+Y+N+V|N1+V+Y+N+N|N1+V+Y+N+V	اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد
5	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
6	کارت‌های	کارت	کارت	کارت+ها+ی	N1+Pl+Y	اسم + علامت جمع + ی
7	بانکی	بانکی|بانک	بانکی|بانک	بانکی|بانک+ی	A0|N1+Y	صفت|اسم + ی
8	عضو	عضو	عضو	عضو	N1	اسم
9	شتاب	شتاب|شتاب	شتاب|شتاب	شتاب|شتاب	V|N1	فعل امر مثبت|اسم
10	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
11	.	.	.	.	Si	

0	اما	اما	اما	اما	C0	حرف ربط
1	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
2	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم
3	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
4	عنوان	عنوان	عنوان	عنوان	N1	اسم
5	رشوه	رشوه	رشوه	رشوه	N1	اسم
6	دادن	داد	داد	داد+ن	V2+Neg	بن ماضی + ن
7	تلقی	تلقی	تلقی	تلقی	N1	اسم
8	می‌شود	شو|شو	شو|شو	می+شو+د|می+شو+د	V|V	سوم شخص مفرد|سوم شخص مفرد
9	.	.	.	.	Si	

0	داوری	داوری|داور	داوری|داور	داوری|داور+ی	N1|N1+Y	اسم|اسم + ی
1	بازی	بازی|باز|باز|باز|باز	بازی|باز|باز|باز|باز	بازی|باز+ی|باز+ی|باز+ی|باز+ی	N1|V|A0+Y|N1+Y|Ad+Y	اسم|دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی
2	فوتبال	فوتبال	فوتبال	فوتبال	N1	اسم
3	دیشبو	دیشبو	دیشبو	دیشبو	N
4	دیدی	دید|دید	دید|دید	دید+ی|دید+ی	V|N1+Y	دوم شخص مفرد|اسم + ی
5	؟	؟	؟	؟	Si	

0	آره	آره|آر	آره|آر	آره|آر+ه	N1|N1+O	اسم|اسم + ه
1	بابا	بابا|بابا	بابا|بابا	بابا|بابا	N1|Sp	اسم|شاخص
2	تابلو	تابلو	تابلو	تابلو	A0	صفت
3	بود	بود|بود|بود|بو	بود|بود|بود|بو	بود|بود|بود|بو+د	V|N1|V|V	سوم شخص مفرد|اسم|سوم شخص مفرد|سوم شخص مفرد
4	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی
5	داوره	داور	داور	داور+ه	N1+O	اسم + ه
6	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
7	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
8	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
9	کردن	کرد	کرد	کرد+ن	V2+Neg	بن ماضی + ن
10	.	.	.	.	Si	

0	میگن	میگن	میگن	میگن	N
1	مایکروسافت	مایکروسافت	مایکروسافت	مایکروسافت	N1	اسم
2	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی
3	سایت	سایت	سایت	سایت	N1	اسم
4	IGN	IGN	IGN	IGN	Pl	کلمه انگلیسی
5	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
6	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
7	کارت	کارت|کار|کار	کارت|کار|کار	کارت|کار+ت|کار+ت	N1|N1+N|V	اسم|اسم + ضمیر ملکی دوم شخص مفرد|سوم شخص مفرد
8	کرده	کرد|کرد	کرد|کرد	کرد+ه|کرد+ه	O+O|N1+O	ریشه ماضی + ه|اسم + ه
9	تا	تا|تا|تا	تا|تا|تا	تا|تا|تا	Pr|C0|Ab	حرف اضافه|حرف ربط|اختصارات
10	امتیاز	امتیاز	امتیاز	امتیاز	N1	اسم
11	بالایی	بالایی|بالا|لایی|لا	بالایی|بالا|لایی|لا	بالایی|بالا+یی|با+لایی|با+لا+یی	A0|A0+O|O+N1|O+A0+O	صفت|صفت + یی|با + اسم|با + صفت + یی
12	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
13	بازی	بازی|باز|باز|باز|باز	بازی|باز|باز|باز|باز	بازی|باز+ی|باز+ی|باز+ی|باز+ی	N1|V|A0+Y|N1+Y|Ad+Y	اسم|دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی
14	Halo	Halo	Halo	Halo	Pl	کلمه انگلیسی
15	بده	ده|بد|ده	ده|بد|ده	ب+ده|بد+ه|ب+ده	V|A0+O|O+N1	فعل امر مثبت|صفت + ه|ب + اسم
16	.	.	.	.	Si	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:	:	Si	

0	بچه‌ها	بچه|چه	بچه|چه	بچه+ها|ب+چه+ها	N1+Pl|O+A0+Pl	اسم + علامت جمع|ب + صفت + علامت جمع
1	امروز	امروز	امروز	امروز	N1	اسم
2	تولد	تولد	تولد	تولد	N1	اسم
3	بهنازه	بهنازه	بهنازه	بهنازه	N
4	،	،	،	،	Si	
5	دورهمی	دورهمی	دورهمی	دورهمی	N
6	داریم	دار|دار|دار	دار|دار|دار	دار+یم|دار+ی+م|دار+یم	V|V|N1+V	اول شخص جمع|دوم شخص مفرد|اسم + فعل اول شخص جمع
7	.	.	.	.	Si	

0	حدیثه	حدیث	حدیث	حدیث+ه	N1+O	اسم + ه
1	:	:	:	:	Si	

0	آج	آج	آج	آج	V	فعل امر مثبت
1	جون	جون	جون	جون	N1	اسم
2	،	،	،	،	Si	
3	دورهمی	دورهمی	دورهمی	دورهمی	N
4	!	!	!	!	Si	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:	:	Si	

0	علی	علی|علی	علی|علی	علی|علی	N3|A0	اسم خاص اشخاص|صفت
1	کجاست	کجا	کجا	کجا+ست	NA+N	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد
2	؟	؟	؟	؟	Si	

0	کک	کک|کک	کک|کک	کک|کک	N1|N1	اسم|اسم
1	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
2	تنبونمون	تنبونمون	تنبونمون	تنبونمون	N
3	انداخت	انداخت	انداخت	انداخت	V	سوم شخص مفرد
4	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
5	رفت	رفت|رفت|رف	رفت|رفت|رف	رفت|رفت|رف+ت	V|V|N1+N	سوم شخص مفرد|سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
6	!	!	!	!	Si	

0	حدیثه	حدیث	حدیث	حدیث+ه	N1+O	اسم + ه
1	:	:	:	:	Si	

0	خیلی	خیلی|خیلی|خیل	خیلی|خیلی|خیل	خیلی|خیلی|خیل+ی	A0|Ad|N1+Y	صفت|قید|اسم + ی
1	ریلکسه	ریلکسه	ریلکسه	ریلکسه	N
2	!	!	!	!	Si	

0	الان	الان	الان	الان	Ad	قید
1	قلپ	قلپ	قلپ	قلپ	N1	اسم
2	دوم	دوم|دو|دو|دو|دو	دوم|دو|دو|دو|دو	دوم|دو+م|دو+م|دو+م|دو+م	A0|V|V|N1+N|N1+V	صفت|اول شخص مفرد|اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
3	چاییشه	چاییشه	چاییشه	چاییشه	N
4	!	!	!	!	Si	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:	:	Si	

0	تصویرسازیت	تصویرسازی|تصویرساز|تصویر	تصویرسازی|تصویرساز|تصویر	تصویرسازی+ت|تصویرساز+ی+ت|تصویر+ساز+ی+ت	N1+N|N1+Y+N|N1+O+Y+N	اسم + ضمیر ملکی دوم شخص مفرد|اسم + ی + ضمیر ملکی دوم شخص مفرد|اسم + ساز + ی + ضمیر ملکی دوم شخص مفرد
1	تو	تو|تو|تو	تو|تو|تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم
2	حلقم	حلق|حلق	حلق|حلق	حلق+م|حلق+م	N1+N|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
3	.	.	.	.	Si	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	کجاست	کجا	کجا	کجا+ست	NA+N	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد
2	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
3	بیاد	یاد	یاد	ب+یاد	O+N1	ب + اسم
4	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
5	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم
6	ادبی	ادبی|ادب	ادبی|ادب	ادبی|ادب+ی	A0|N1+Y	صفت|اسم + ی
7	چاله‌میدونی	چاله میدونی	چاله میدونی	چاله میدونی	N
8	رو	رو|رو|رو|رو	رو|رو|رو|رو	رو|رو|رو|رو	N1|V|V|N9	اسم|فعل امر مثبت|فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
9	ثبت	ثبت	ثبت	ثبت	N1	اسم
10	کنه	کنه|کنه|کن|کن	کنه|کنه|کن|کن	کنه|کنه|کن+ه|کن+ه	N1|N1|V1+O|V1+O	اسم|اسم|بن مضارع + ه|بن مضارع + ه
11	تو	تو|تو|تو	تو|تو|تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم
12	اون	اون	اون	اون	N
13	بیلبیلک	بیلبیلک	بیلبیلک	بیلبیلک	N
14	؟	؟	؟	؟	Si	

0	سایت	سایت	سایت	سایت	N1	اسم
1	فارسی	فارسی|فارس	فارسی|فارس	فارسی|فارس+ی	A0|N1+Y	صفت|اسم + ی
2	شهری	شهری|شهر	شهری|شهر	شهری|شهر+ی	A0|N1+Y	صفت|اسم + ی
3	مرسده	مرسده	مرسده	مرسده	N
4	:	:	:	:	Si	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	اومد	اومد	اومد	اومد	N
2	ثبت	ثبت	ثبت	ثبت	N1	اسم
3	کنه	کنه|کنه|کن|کن	کنه|کنه|کن|کن	کنه|کنه|کن+ه|کن+ه	N1|N1|V1+O|V1+O	اسم|اسم|بن مضارع + ه|بن مضارع + ه
4	!	!	!	!	Si	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	:	:	:	:	Si	

0	ثبت	ثبت	ثبت	ثبت	N1	اسم
1	شد	شد	شد	شد	V	سوم شخص مفرد
2	!	!	!	!	Si	

0	منتظر	منتظر	منتظر	منتظر	A0	صفت
1	تأیید	تأیید	تأیید	تأیید	N1	اسم
2	فارسی	فارسی|فارس	فارسی|فارس	فارسی|فارس+ی	A0|N1+Y	صفت|اسم + ی
3	شهری	شهری|شهر	شهری|شهر	شهری|شهر+ی	A0|N1+Y	صفت|اسم + ی

0	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
1	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
2	دو	دو|دو|دو|دو	دو|دو|دو|دو	دو|دو|دو|دو	No|V|V|N1	عدد حرفی|فعل امر مثبت|فعل امر مثبت|اسم
3	تن	تن|تن|تن	تن|تن|تن	تن|تن|تن	V|N1|N1	فعل امر مثبت|اسم|اسم
4	برفتند	برفتند	برفتند	برفتند	N
5	با	با	با	با	Pr	حرف اضافه
6	بگتگین	بگتگین	بگتگین	بگتگین	N
7	بگفتند	گفت|گفت	گفت|گفت	ب+گفت+ند|ب+گفت+ند	V|O+N1+V	سوم شخص جمع|ب + اسم + فعل سوم شخص جمع
8	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
9	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
10	چه	چه|چه|چه	چه|چه|چه	چه|چه|چه	NA|C0|A0	ضمیر پرسشی|حرف ربط|صفت
11	شغل	شغل	شغل	شغل	N1	اسم
12	آمده‌اند	آمد|آمد	آمد|آمد	آمد+ه+اند|آمد+ه+اند	V|N1+O+V	سوم شخص جمع|اسم + ه + فعل سوم شخص جمع
13	،	،	،	،	Si	
14	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
15	بی‌مثال	بی‌مثال|مثال	بی‌مثال|مثال	بی‌مثال|بی+مثال	A0|O+N1	صفت|بی + اسم
16	وی	وی|وی	وی|وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات
17	کسی	کسی	کسی	کسی	A2	صفت مبهم
18	بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	Pr|V|V|VPr|N1	حرف اضافه|فعل امر مثبت|فعل امر مثبت|پیشوند فعل|اسم
19	قلعت	قلع	قلع	قلع+ت	N1+N	اسم + ضمیر ملکی دوم شخص مفرد
20	نتوانستی	توانست|توانست	توانست|توانست	ن+توانست+ی|ن+توانست+ی	Neg+V4+Y|V	ن + فعل وجه نما + ی|دوم شخص مفرد
21	شد	شد	شد	شد	V	سوم شخص مفرد
22	.	.	.	.	Si	

0	بگتگین	بگتگین	بگتگین	بگتگین	N
1	کدخدای	کدخدا	کدخدا	کدخدا+ی	N1+Y	اسم + ی
2	خویش	خویش	خویش	خویش	N	ضمیر مشترک/متقابل
3	را	را	را	را	Po	حرف اضافه پسین
4	با	با	با	با	Pr	حرف اضافه
5	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
6	نامزد	نامزد|مزد	نامزد|مزد	نامزد|نا+مزد	N1|Neg+N1	اسم|نا + اسم
7	کرد	کرد|کرد	کرد|کرد	کرد|کرد	V|N1	سوم شخص مفرد|اسم
8	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
9	بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	Pr|V|V|VPr|N1	حرف اضافه|فعل امر مثبت|فعل امر مثبت|پیشوند فعل|اسم
10	قلعت	قلع	قلع	قلع+ت	N1+N	اسم + ضمیر ملکی دوم شخص مفرد
11	رفتند	رفت|رفت	رفت|رفت	رفت+ند|رفت+ند	V|V	سوم شخص جمع|سوم شخص جمع
12	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
13	پیش	پیش|پیش|پی	پیش|پیش|پی	پیش|پیش|پی+ش	A0|N9|N1+N	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی سوم شخص مفرد
14	امیرمحمد	امیرمحمد	امیرمحمد	امیرمحمد	N3	اسم خاص اشخاص
15	شدند	شد	شد	شد+ند	V	سوم شخص جمع
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	رسم	رسم|رس|رس|رس	رسم|رس|رس|رس	رسم|رس+م|رس+م|رس+م	N1|V|N1+N|N1+V	اسم|اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
18	خدمت	خدمت|خدم	خدمت|خدم	خدمت|خدم+ت	N1|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد
19	را	را	را	را	Po	حرف اضافه پسین
20	بجای	جای|بجا|جا	جای|بجا|جا	ب+جای|بجا+ی|ب+جا+ی	O+N1|A0+Y|O+N1+Y	ب + اسم|صفت + ی|ب + اسم + ی
21	آوردند	آورد	آورد	آورد+ند	V	سوم شخص جمع
22	،	،	،	،	Si	
23	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
24	گفت	گفت|گفت	گفت|گفت	گفت|گفت	V|N1	سوم شخص مفرد|اسم
25	:	:	:	:	Si	

0	خبر	خبر	خبر	خبر	N1	اسم
1	برادرم	برادر|برادر	برادر|برادر	برادر+م|برادر+م	N1+N|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
2	چیست	چیست	چیست	چیست	V	فعل امر مثبت
3	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
4	لشکرکی	لشکرک	لشکرک	لشکرک+ی	N2+Y	اسم خاص مکان + ی
5	خواهد‌رفت	رفت|رفت	رفت|رفت	خواهد+رفت|خواهد+رفت	V|V	سوم شخص مفرد|سوم شخص مفرد
6	نزدیک	نزدیک|نزدیک	نزدیک|نزدیک	نزدیک|نزدیک	A0|N9	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
7	وی	وی|وی	وی|وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات
8	؟	؟	؟	؟	Si	

0	گفتند	گفت|گفت	گفت|گفت	گفت+ند|گفت+ند	V|N1+V	سوم شخص جمع|اسم + فعل سوم شخص جمع
1	:	:	:	:	Si	

0	«	«	«	«	Si	
1	خبر	خبر	خبر	خبر	N1	اسم
2	خداوند	خداوند	خداوند	خداوند	N1	اسم
3	سلطان	سلطان|سلطان	سلطان|سلطان	سلطان|سلطان	N1|Sp	اسم|شاخص
4	همه	همه|همه	همه|همه	همه|همه	N1|A2	اسم|صفت مبهم
5	خیر	خیر|خیر	خیر|خیر	خیر|خیر	Ad|A0	قید|صفت
6	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
7	،	،	،	،	Si	
8	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
9	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
10	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
11	دو	دو|دو|دو|دو	دو|دو|دو|دو	دو|دو|دو|دو	No|V|V|N1	عدد حرفی|فعل امر مثبت|فعل امر مثبت|اسم
12	سه	سه	سه	سه	No	عدد حرفی
13	روز	روز	روز	روز	N1	اسم
14	همه	همه|همه	همه|همه	همه|همه	N1|A2	اسم|صفت مبهم
15	لشکر	لشکر	لشکر	لشکر	N1	اسم
16	بروند	روند|رو|رو|رو	روند|رو|رو|رو	ب+روند|ب+رو+ند|ب+رو+ند|ب+رو+ند	O+A0|O+N1+V|V|V	ب + صفت|ب + اسم + فعل سوم شخص جمع|سوم شخص جمع|سوم شخص جمع
17	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
18	حاجب	حاجب	حاجب	حاجب	N1	اسم
19	بزرگ	بزرگ	بزرگ	بزرگ	A0	صفت
20	براثر	براثر	براثر	براثر	Pr1	حرف اضافه گروهی
21	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
22	،	،	،	،	Si	
23	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
24	بندگان	بندگان|بنده|بند|بند	بندگان|بنده|بند|بند	بندگان|بنده+گان|بند+ه+گان|بند+ه+گان	N1|N1+Pl|V1+O+Pl|N1+O+Pl	اسم|اسم + علامت جمع|بن مضارع + ه + علامت جمع|اسم + ه + علامت جمع
25	بدین	بدین	بدین	بدین	Pr	حرف اضافه
26	آمده‌اند	آمد|آمد	آمد|آمد	آمد+ه+اند|آمد+ه+اند	V|N1+O+V	سوم شخص جمع|اسم + ه + فعل سوم شخص جمع
27	»	»	»	»	Si	
28	،	،	،	،	Si	
29	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
30	نامه	نامه|نام|نام	نامه|نام|نام	نامه|نام+ه|نام+ه	N1|N1+O|V1+O	اسم|اسم + ه|بن مضارع + ه
31	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
32	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
33	دادند	داد|داد	داد|داد	داد+ند|داد+ند	V|N1+V	سوم شخص جمع|اسم + فعل سوم شخص جمع
34	.	.	.	.	Si	

0	بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	بر|بر|بر|بر|بر	Pr|V|V|VPr|N1	حرف اضافه|فعل امر مثبت|فعل امر مثبت|پیشوند فعل|اسم
1	خواند	خواند|خوان	خواند|خوان	خواند|خوان+د	V|V	سوم شخص مفرد|سوم شخص مفرد
2	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
3	لختی	لختی|لختی|لخت|لخت	لختی|لختی|لخت|لخت	لختی|لختی|لخت+ی|لخت+ی	A2|A0|A0+Y|A0+Y	صفت مبهم|صفت|صفت + ی|صفت + ی
4	تاریکی	تاریکی|تاریک|تاری	تاریکی|تاریک|تاری	تاریکی|تاریک+ی|تاری+ک+ی	N1|A0+Y|N1+O+Y	اسم|صفت + ی|اسم + ک + ی
5	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
6	وی	وی|وی	وی|وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات
7	پیدا	پیدا	پیدا	پیدا	A0	صفت
8	آمد	آمد|آمد	آمد|آمد	آمد|آمد	V|N1	سوم شخص مفرد|اسم
9	.	.	.	.	Si	

0	نبیه	نبی	نبی	نبی+ه	N1+O	اسم + ه
1	گفت	گفت|گفت	گفت|گفت	گفت|گفت	V|N1	سوم شخص مفرد|اسم
2	«	«	«	«	Si	
3	زندگانی	زندگانی|زنده	زندگانی|زنده	زندگانی|زنده+گان+ی	N1|A0+Pl+Y	اسم|صفت + علامت جمع + ی
4	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
5	دراز	دراز	دراز	دراز	A0	صفت
6	باد	باد	باد	باد	N1	اسم
7	،	،	،	،	Si	
8	سلطان	سلطان|سلطان	سلطان|سلطان	سلطان|سلطان	N1|Sp	اسم|شاخص
9	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
10	برادر	برادر	برادر	برادر	N1	اسم
11	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
12	حق	حق|حق	حق|حق	حق|حق	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
13	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
14	را	را	را	را	Po	حرف اضافه پسین
15	نگاه	نگاه	نگاه	نگاه	N1	اسم
16	دارد	دار|دار	دار|دار	دار+د|دار+د	V|V5+O	سوم شخص مفرد|فعل کمکی + د
17	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
18	مهربانی	مهربانی|مهربان|مهر|مهر|مهر	مهربانی|مهربان|مهر|مهر|مهر	مهربانی|مهربان+ی|مهر+بان+ی|مهر+بان+ی|مهر+بان+ی	N1|A0+Y|N1+Pl+Y|N1+Pl+Y|N1+Pl+Y	اسم|صفت + ی|اسم + بان + ی|اسم + بان + ی|اسم + بان + ی
19	نماید	نما|نما|نما	نما|نما|نما	نما+ید|نما+ید|نما+ید	V|V|V	دوم شخص جمع|دوم شخص جمع|دوم شخص جمع
20	.	.	.	.	Si	

0	دل	دل	دل	دل	N1	اسم
1	بد	بد	بد	بد	A0	صفت
2	نباید	باید	باید	ن+باید	Neg+V4	ن + فعل وجه نما
3	کرد	کرد|کرد	کرد|کرد	کرد|کرد	V|N1	سوم شخص مفرد|اسم
4	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
5	به‌قضای	به قضای	به قضای	به قضای	N
6	خدای	خدا	خدا	خدا+ی	N1+Y	اسم + ی
7	عزوجل	عزوجل	عزوجل	عزوجل	A0	صفت
8	رضا	رضا	رضا	رضا	N3	اسم خاص اشخاص
9	باید	باید	باید	باید	V4	فعل وجه نما
10	داد	داد|داد	داد|داد	داد|داد	V|N1	سوم شخص مفرد|اسم
11	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
12	از	از	از	از	Pr	حرف اضافه
13	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
14	باب	باب|باب	باب|باب	باب|باب	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
15	بسیار	بسیار|بسیار|سیار|بس	بسیار|بسیار|سیار|بس	بسیار|بسیار|ب+سیار|بس+یار	A0|Ad|O+A0|A0+O	صفت|قید|ب + صفت|صفت + یار
16	سخن	سخن	سخن	سخن	N1	اسم
17	نیکو	نیکو	نیکو	نیکو	A0	صفت
18	گفت	گفت|گفت	گفت|گفت	گفت|گفت	V|N1	سوم شخص مفرد|اسم
19	،	،	،	،	Si	
20	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
21	فذلک	فذلک	فذلک	فذلک	N
22	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
23	بود	بود|بود|بود|بو	بود|بود|بود|بو	بود|بود|بود|بو+د	V|N1|V|V	سوم شخص مفرد|اسم|سوم شخص مفرد|سوم شخص مفرد
24	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
25	بودنی	بود|بود	بود|بود	بود+نی|بود+نی	V2+O|V3+O	بن ماضی + نی|فعل اسنادی + نی
26	بوده‌است	بود|بو	بود|بو	بود+ها+ست|بو+د+ها+ست	N1+Pl+N|V1+O+Pl+N	اسم + علامت جمع + ضمیر ملکی سوم شخص مفرد|بن مضارع + د + علامت جمع + ضمیر ملکی سوم شخص مفرد
27	.	.	.	.	Si	

0	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
1	سر	سر|سر|سر|سر|سر	سر|سر|سر|سر|سر	سر|سر|سر|سر|سر	V|N1|N1|N1|N9	فعل امر مثبت|اسم|اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
2	نشاط	نشاط	نشاط	نشاط	N1	اسم
3	بازباید	باید	باید	باز+باید	O+V4	باز + فعل وجه نما
4	شد	شد	شد	شد	V	سوم شخص مفرد
5	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
6	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
