0	﻿ما	ما	ما	ما	N5	ضمیر فاعلی
45	RX	RX	RX	RX	Pl	کلمه انگلیسی
46	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
47	TX	TX	TX	TX	Pl	کلمه انگلیسی
48	باند	باند	باند	باند	N1	اسم
49	۱۸۰۰	۱۸۰۰	۱۸۰۰	۱۸۰۰	No	عدد رقمی
50	بدون	بدون	بدون	بدون	Pr	حرف اضافه
51	استفاده	استفاده	استفاده	استفاده	N1	اسم
52	بود | باش	بود | باش	بود | باش	بود | باش	O	
53	.	.	.	.	Si	

0	آنتن	آنتن	آنتن	آنتن	N1	اسم
1	سوییچ	سوییچ	سوییچ	سوییچ	N1	اسم
2	یک	یک	یک	یک	No	عدد حرفی
3	از	از	از	از	Pr	حرف اضافه
4	قطعات	قطعات|قطع	قطعات|قطع	قطعات|قطع+ات	N1|N1+Pl	اسم|اسم + علامت جمع
5	حساس	حساس	حساس	حساس	A0	صفت
6	برد	برد|برد|بر|بر|رد	برد|برد|بر|بر|رد	برد|برد|بر+د|بر+د|ب+رد	V|N1|V|V|O+A0	سوم شخص مفرد|اسم|سوم شخص مفرد|سوم شخص مفرد|ب + صفت
7	موبایل	موبایل	موبایل	موبایل	N1	اسم
8	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
9	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
10	خراب	خراب	خراب	خراب	A0	صفت
11	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
12	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
13	باعث	باعث	باعث	باعث	N1	اسم
14	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
15	وجود	وجود|وجود	وجود|وجود	وجود|وجود	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
16	آمدن	آمد	آمد	آمد+ن	V2+Neg	بن ماضی + ن
17	عیوب	عيب	عيب	عيب	N	اسم مفرد جمع مکسر
18	از	از	از	از	Pr	حرف اضافه
19	قبیل	قبیل	قبیل	قبیل	N9	اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
20	پرش	پرش|پرش|پر|پر|پر	پرش|پرش|پر|پر|پر	پرش|پرش|پر+ش|پر+ش|پر+ش	N1|N1|V|A0+N|N1+N	اسم|اسم|سوم شخص مفرد|صفت + ضمیر ملکی سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد
21	آنتن	آنتن	آنتن	آنتن	N1	اسم
22	یا	یا|یا	یا|یا	یا|یا	C0|Intj	حرف ربط|صوت
23	نداشتن	داشت	داشت	ن+داشت+ن	Neg+V2+Neg	ن + بن ماضی + ن
24	دریافت	دریافت|دریافت	دریافت|دریافت	دریافت|دریافت	V|N1	سوم شخص مفرد|اسم
25	یا	یا|یا	یا|یا	یا|یا	C0|Intj	حرف ربط|صوت
26	ارسال	ارسال	ارسال	ارسال	N1	اسم
27	شد | شو	شد | شو	شد | شو	شد | شو	O	
28	.	.	.	.	Si	

0	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
1	مورد	مورد|مورد|مورد	مورد|مورد|مورد	مورد|مورد|مورد	N1|N1|N9	اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
2	سلف	سلف|سلف	سلف|سلف	سلف|سلف	N1|N1	اسم|اسم
3	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
4	خازن	خازن	خازن	خازن	N1	اسم
5	قبل	قبل|قبل|قبل	قبل|قبل|قبل	قبل|قبل|قبل	Ad|N1|N9	قید|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
6	از	از	از	از	Pr	حرف اضافه
7	اتصال	اتصال	اتصال	اتصال	N1	اسم
8	آنتن	آنتن	آنتن	آنتن	N1	اسم
9	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
10	آنتن	آنتن	آنتن	آنتن	N1	اسم
11	سوییچ	سوییچ	سوییچ	سوییچ	N1	اسم
12	نیز	نیز|آز	نیز|آز	نیز|نی+آز	Ad|V	قید|فعل امر منفی
13	از	از	از	از	Pr	حرف اضافه
14	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
15	جا	جا	جا	جا	N1	اسم
16	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
17	امپدانس	امپدانس	امپدانس	امپدانس	N
18	خروج	خروج	خروج	خروج	N1	اسم
19	آنتن	آنتن	آنتن	آنتن	N1	اسم
20	بسیار	بسیار|بسیار|سیار|بس	بسیار|بسیار|سیار|بس	بسیار|بسیار|ب+سیار|بس+یار	A0|Ad|O+A0|A0+O	صفت|قید|ب + صفت|صفت + یار
21	کم	کم|کم	کم|کم	کم|کم	A0|N1	صفت|اسم
22	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
23	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
24	از	از	از	از	Pr	حرف اضافه
25	طرف	طرف|طرف	طرف|طرف	طرف|طرف	N1|N1	اسم|اسم
26	امپدانس	امپدانس	امپدانس	امپدانس	N
27	ورود	ورود	ورود	ورود	N1	اسم
28	آنتن	آنتن	آنتن	آنتن	N1	اسم
29	زیاد	زیاد	زیاد	زیاد	A0	صفت
30	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
31	،	،	،	،	Si	
32	باید	باید	باید	باید	V4	فعل وجه نما
33	قبل	قبل|قبل|قبل	قبل|قبل|قبل	قبل|قبل|قبل	Ad|N1|N9	قید|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
34	از	از	از	از	Pr	حرف اضافه
35	اتصال	اتصال	اتصال	اتصال	N1	اسم
36	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
37	دو	دو|دو|دو|دو	دو|دو|دو|دو	دو|دو|دو|دو	No|V|V|N1	عدد حرفی|فعل امر مثبت|فعل امر مثبت|اسم
38	،	،	،	،	Si	
39	عمل	عمل	عمل	عمل	N1	اسم
40	تطبیق	تطبیق	تطبیق	تطبیق	N1	اسم
41	امپدانس	امپدانس	امپدانس	امپدانس	N
42	توسط	توسط|توسط	توسط|توسط	توسط|توسط	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
43	قطعه	قطعه|قطع	قطعه|قطع	قطعه|قطع+ه	N1|N1+O	اسم|اسم + ه
44	انجام	انجام|انجام	انجام|انجام	انجام|انجام	N1|V	اسم|فعل امر مثبت
45	شد | شو	شد | شو	شد | شو	شد | شو	O	
46	.	.	.	.	Si	

0	معمولا	معمولاً	معمولاً	معمولاً	Ad	قید
1	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
2	مدارات	مدار	مدار	مدار+ات	N1+Pl	اسم + علامت جمع
3	،	،	،	،	Si	
4	قسمت	قسمت|قسم|قسم	قسمت|قسم|قسم	قسمت|قسم+ت|قسم+ت	N1|N1+N|N1+N	اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
5	آنتن	آنتن	آنتن	آنتن	N1	اسم
6	موبایل	موبایل	موبایل	موبایل	N1	اسم
7	از	از	از	از	Pr	حرف اضافه
8	یک	یک	یک	یک	No	عدد حرفی
9	سلف	سلف|سلف	سلف|سلف	سلف|سلف	N1|N1	اسم|اسم
10	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
11	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
12	صورت	صورت|صورت|صور|صور	صورت|صورت|صور|صور	صورت|صورت|صور+ت|صور+ت	N1|N9|N1+N|N1+N	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
13	موازی	موازی	موازی	موازی	A0	صفت
14	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
15	آنتن	آنتن	آنتن	آنتن	N1	اسم
16	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
17	زمین	زمین|زم	زمین|زم	زمین|زم+ین	N1|N1+O	اسم|اسم + ین
18	بست | بند	بست | بند	بست | بند	بست | بند	O	
19	استفاده	استفاده	استفاده	استفاده	N1	اسم
20	تشکیل	تشکیل	تشکیل	تشکیل	N1	اسم
21	شد | شو	شد | شو	شد | شو	شد | شو	O	
22	.	.	.	.	Si	

0	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
1	سلف	سلف|سلف	سلف|سلف	سلف|سلف	N1|N1	اسم|اسم
2	توانست | توان	توانست | توان	توانست | توان	توانست | توان	O	
3	باعث	باعث	باعث	باعث	N1	اسم
4	عمل	عمل	عمل	عمل	N1	اسم
5	تطبیق	تطبیق	تطبیق	تطبیق	N1	اسم
6	امپدانس	امپدانس	امپدانس	امپدانس	N
7	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
8	آنتن	آنتن	آنتن	آنتن	N1	اسم
9	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
10	آنتن	آنتن	آنتن	آنتن	N1	اسم
11	سوییچ	سوییچ	سوییچ	سوییچ	N1	اسم
12	شده	شد	شد	شد+ه	V3+O	فعل اسنادی + ه
13	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
14	مانع	مانع	مانع	مانع	N1	اسم
15	از	از	از	از	Pr	حرف اضافه
16	هدایت	هدایت	هدایت	هدایت	N1	اسم
17	جریان	جریان|جری|جر|جر	جریان|جری|جر|جر	جریان|جری+ان|جر+ی+ان|جر+ی+ان	N1|A0+Pl|N1+Y+Pl|N1+Y+Pl	اسم|صفت + ان|اسم + ی + ان|اسم + ی + ان
18	DC	DC	DC	DC	Pl	کلمه انگلیسی
19	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
20	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
21	دو	دو|دو|دو|دو	دو|دو|دو|دو	دو|دو|دو|دو	No|V|V|N1	عدد حرفی|فعل امر مثبت|فعل امر مثبت|اسم
22	واحد	واحد	واحد	واحد	A0	صفت
23	گشت | گرد	گشت | گرد	گشت | گرد	گشت | گرد	O	
24	تا	تا|تا|تا	تا|تا|تا	تا|تا|تا	Pr|C0|Ab	حرف اضافه|حرف ربط|اختصارات
25	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
26	دو	دو|دو|دو|دو	دو|دو|دو|دو	دو|دو|دو|دو	No|V|V|N1	عدد حرفی|فعل امر مثبت|فعل امر مثبت|اسم
27	واحد	واحد	واحد	واحد	A0	صفت
28	اثر	اثر|اثر	اثر|اثر	اثر|اثر	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
29	منفی	منفی	منفی	منفی	A0	صفت
30	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
31	عملکرد	عملکرد	عملکرد	عملکرد	N1	اسم
32	یکدیگر	یکدیگر	یکدیگر	یکدیگر	N	ضمیر مشترک/متقابل
33	داشت | دار	داشت | دار	داشت | دار	داشت | دار	O	
34	.	.	.	.	Si	

0	وظیفه	وظیفه	وظیفه	وظیفه	N1	اسم
1	فیلتر	فیلتر	فیلتر	فیلتر	N1	اسم
2	SAW	SAW	SAW	SAW	Pl	کلمه انگلیسی
3	حذف	حذف	حذف	حذف	N1	اسم
4	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
5	کانال	کانال	کانال	کانال	N1	اسم
6	همسایه	همسایه|سایه	همسایه|سایه	همسایه|هم+سایه	N1|O+N1	اسم|هم + اسم
7	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
8	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
9	مزاحم	مزاحم|مزاح|مزاح	مزاحم|مزاح|مزاح	مزاحم|مزاح+م|مزاح+م	A0|N1+N|N1+V	صفت|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
10	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
11	.	.	.	.	Si	

0	خط	خط	خط	خط	N1	اسم
1	خروج	خروج	خروج	خروج	N1	اسم
2	RX	RX	RX	RX	Pl	کلمه انگلیسی
3	از	از	از	از	Pr	حرف اضافه
4	آنتن	آنتن	آنتن	آنتن	N1	اسم
5	سوئیچ	سوئیچ	سوئیچ	سوئیچ	N1	اسم
6	وارد	وارد	وارد	وارد	N1	اسم
7	SAW	SAW	SAW	SAW	Pl	کلمه انگلیسی
8	شده	شد	شد	شد+ه	V3+O	فعل اسنادی + ه
9	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
10	بعد	بعد|بعد|بعد	بعد|بعد|بعد	بعد|بعد|بعد	A0|N1|N9	صفت|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
11	از	از	از	از	Pr	حرف اضافه
12	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
13	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
14	مزاحم	مزاحم|مزاح|مزاح	مزاحم|مزاح|مزاح	مزاحم|مزاح+م|مزاح+م	A0|N1+N|N1+V	صفت|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
15	حذف	حذف	حذف	حذف	N1	اسم
16	شد | شو	شد | شو	شد | شو	شد | شو	O	
17	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
18	فقط	فقط	فقط	فقط	Ad	قید
19	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
20	باند	باند	باند	باند	N1	اسم
21	GSM	GSM	GSM	GSM	Pl	کلمه انگلیسی
22	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
23	خروج	خروج	خروج	خروج	N1	اسم
24	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
25	دید | بین	دید | بین	دید | بین	دید | بین	O	
26	.	.	.	.	Si	

0	SAW	SAW	SAW	SAW	Pl	کلمه انگلیسی
1	همان‌گونه	همان گونه	همان گونه	همان گونه	N
2	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
3	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
4	مزاحم	مزاحم|مزاح|مزاح	مزاحم|مزاح|مزاح	مزاحم|مزاح+م|مزاح+م	A0|N1+N|N1+V	صفت|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
5	را	را	را	را	Po	حرف اضافه پسین
6	حذف	حذف	حذف	حذف	N1	اسم
7	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
8	،	،	،	،	Si	
9	فرکانس	فرکانس	فرکانس	فرکانس	N1	اسم
10	اصل	اصل	اصل	اصل	A0	صفت
11	GSM	GSM	GSM	GSM	Pl	کلمه انگلیسی
12	را	را	را	را	Po	حرف اضافه پسین
13	هم	هم|هم|هم	هم|هم|هم	هم|هم|هم	Ad|C0|N	قید|حرف ربط|ضمیر مشترک/متقابل
14	خیلی	خیلی|خیلی|خیل	خیلی|خیلی|خیل	خیلی|خیلی|خیل+ی	A0|Ad|N1+Y	صفت|قید|اسم + ی
15	ضعیف	ضعیف	ضعیف	ضعیف	A0	صفت
16	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
17	.	.	.	.	Si	

0	برای	برای	برای	برای	Pr	حرف اضافه
1	تقویت	تقویت	تقویت	تقویت	N1	اسم
2	سیگنال‌های	سیگنال	سیگنال	سیگنال+ها+ی	N1+Pl+Y	اسم + علامت جمع + ی
3	دریافتی	دریافتی|دریافت|دریافت	دریافتی|دریافت|دریافت	دریافتی|دریافت+ی|دریافت+ی	N1|V|N1+Y	اسم|دوم شخص مفرد|اسم + ی
4	GSM	GSM	GSM	GSM	Pl	کلمه انگلیسی
5	بعد	بعد|بعد|بعد	بعد|بعد|بعد	بعد|بعد|بعد	A0|N1|N9	صفت|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
6	از	از	از	از	Pr	حرف اضافه
7	SAW	SAW	SAW	SAW	Pl	کلمه انگلیسی
8	از	از	از	از	Pr	حرف اضافه
9	یک	یک	یک	یک	No	عدد حرفی
10	تقویت‌کننده	تقویت‌کننده	تقویت‌کننده	تقویت‌کننده	A0	صفت
11	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
12	نام	نام|نام	نام|نام	نام|نام	N1|V	اسم|فعل امر مثبت
13	LNA	LNA	LNA	LNA	Pl	کلمه انگلیسی
14	استفاده	استفاده	استفاده	استفاده	N1	اسم
15	شد | شو	شد | شو	شد | شو	شد | شو	O	
16	.	.	.	.	Si	

0	قلب	قلب	قلب	قلب	N1	اسم
1	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
2	لغت	لغت|لغ	لغت|لغ	لغت|لغ+ت	N1|A0+N	اسم|صفت + ضمیر ملکی دوم شخص مفرد
3	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
4	معنی	معنی	معنی	معنی	N1	اسم
5	دگرگون	دگرگون|دگر	دگرگون|دگر	دگرگون|دگر+گون	A0|A0+O	صفت|صفت + گون
6	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
7	قلب	قلب	قلب	قلب	N1	اسم
8	از	از	از	از	Pr	حرف اضافه
9	لحاظ	لحاظ|لحاظ	لحاظ|لحاظ	لحاظ|لحاظ	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
10	علم	علم|علم	علم|علم	علم|علم	N1|N1	اسم|اسم
11	اندام	اندام	اندام	اندام	N1	اسم
12	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
13	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
14	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
15	مرکز	مرکز	مرکز	مرکز	N1	اسم
16	قفسه	قفسه|قفس	قفسه|قفس	قفسه|قفس+ه	N1|N1+O	اسم|اسم + ه
17	سینه	سینه|سین	سینه|سین	سینه|سین+ه	N1|N1+O	اسم|اسم + ه
18	(	(	(	(	Si	
19	متمایل	متمایل	متمایل	متمایل	A0	صفت
20	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
21	سمت	سمت|سمت|سم|سم	سمت|سمت|سم|سم	سمت|سمت|سم+ت|سم+ت	N1|N1|N1+N|N1+N	اسم|اسم|اسم + ضمیر ملکی دوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
22	چپ	چپ|چپ	چپ|چپ	چپ|چپ	V|A0	فعل امر مثبت|صفت
23	)	)	)	)	Si	
24	واقع	واقع	واقع	واقع	N1	اسم
25	شده‌است	شد	شد	شد+ه+است	V	سوم شخص مفرد
26	،	،	،	،	Si	
27	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
28	وزن	وزن	وزن	وزن	N1	اسم
29	آن	آن|آن	آن|آن	آن|آن	A1|N6	صفت اشاره|ضمیر اشاره
30	۳۰۰	۳۰۰	۳۰۰	۳۰۰	No	عدد رقمی
31	گرم	گرم|گرم|گرم|گر|گر|گر	گرم|گرم|گرم|گر|گر|گر	گرم|گرم|گرم|گر+م|گر+م|گر+م	A0|N1|N1|V|N1+N|N1+V	صفت|اسم|اسم|اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
32	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
33	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
34	خون	خون	خون	خون	N1	اسم
35	را	را	را	را	Po	حرف اضافه پسین
36	پمپاژ	پمپاژ	پمپاژ	پمپاژ	N1	اسم
37	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
38	نام	نام|نام	نام|نام	نام|نام	N1|V	اسم|فعل امر مثبت
39	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
40	عضو	عضو	عضو	عضو	N1	اسم
41	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
42	علت	علت|علت	علت|علت	علت|علت	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
43	اینکه	اینکه	اینکه	اینکه	Ad	قید
44	باعث	باعث	باعث	باعث	N1	اسم
45	دگرگون	دگرگون|دگر	دگرگون|دگر	دگرگون|دگر+گون	A0|A0+O	صفت|صفت + گون
46	خون	خون	خون	خون	N1	اسم
47	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
48	تبدیل	تبدیل	تبدیل	تبدیل	N1	اسم
49	خون	خون	خون	خون	N1	اسم
50	کثیف	کثیف	کثیف	کثیف	A0	صفت
51	به	به|به	به|به	به|به	Pr|N1	حرف اضافه|اسم
52	خون	خون	خون	خون	N1	اسم
53	تمیز	تمیز	تمیز	تمیز	A0	صفت
54	شد | شو	شد | شو	شد | شو	شد | شو	O	
55	قلب	قلب	قلب	قلب	N1	اسم
56	نام‌گذاری	نامگذاری|نام|نام	نامگذاری|نام|نام	نامگذاری|نام+گذار+ی|نام+گذار+ی	N1|N1+O+Y|V1+O+Y	اسم|اسم + گذار + ی|بن مضارع + گذار + ی
57	شده‌است	شد	شد	شد+ه+است	V	سوم شخص مفرد
58	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
59	دگرگون	دگرگون|دگر	دگرگون|دگر	دگرگون|دگر+گون	A0|A0+O	صفت|صفت + گون
60	کردن	کرد	کرد	کرد+ن	V2+Neg	بن ماضی + ن
61	خون	خون	خون	خون	N1	اسم
62	،	،	،	،	Si	
63	قلب	قلب	قلب	قلب	N1	اسم
64	مانند	مانند|مانند|مان|مان	مانند|مانند|مان|مان	مانند|مانند|مان+ند|مان+ند	N1|N9|V|N1+V	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|سوم شخص جمع|اسم + فعل سوم شخص جمع
65	یک	یک	یک	یک	No	عدد حرفی
66	تلمبه	تلمبه|تلمب	تلمبه|تلمب	تلمبه|تلمب+ه	N1|N1+O	اسم|اسم + ه
67	عمل	عمل	عمل	عمل	N1	اسم
68	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
69	ایا	ایا	ایا	ایا	N
70	دی‌ان‌ای	دی ان ای	دی ان ای	دی ان ای	N
71	فرق	فرقه|فرق	فرقه|فرق	فرقه|فرق	N|N1	اسم مفرد جمع مکسر|اسم
72	موجودات	موجود	موجود	موجود+ات	A0+Pl	صفت + علامت جمع
73	زنده	زنده	زنده	زنده	A0	صفت
74	با	با	با	با	Pr	حرف اضافه
75	غیر	غیر|غیر	غیر|غیر	غیر|غیر	A0|N9	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
76	زنده	زنده	زنده	زنده	A0	صفت
77	است	است|اس	است|اس	است|اس+ت	V|N1+N	سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
78	؟	؟	؟	؟	Si	
79	آیا	آیا	آیا	آیا	NA	ضمیر پرسشی
80	ساختار	ساختار|ساخت	ساختار|ساخت	ساختار|ساخت+ار	N1|O+O	اسم|ریشه ماضی + ار
81	هوشمند	هوشمند|هوش	هوشمند|هوش	هوشمند|هوش+مند	A0|N1+O	صفت|اسم + مند
82	(	(	(	(	Si	
83	وجود	وجود|وجود	وجود|وجود	وجود|وجود	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
84	نظم	نظم	نظم	نظم	N1	اسم
85	بین	بین|بین|بین|ین	بین|بین|بین|ین	بین|بین|بین|ب+ین	V|N9|A0|O+N1	فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|صفت|ب + اسم
86	سلول	سلول|سل	سلول|سل	سلول|سل+ول	N1|N1+O	اسم|اسم + ول
87	و	و|و|و	و|و|و	و|و|و	C0|Ab|Al	حرف ربط|اختصارات|حروف الفبا
88	اجزا	اجزا	اجزا	اجزا	N1	اسم
89	مختلف	مختلف	مختلف	مختلف	A0	صفت
90	)	)	)	)	Si	
91	،	،	،	،	Si	
92	موجود	موجود	موجود	موجود	A0	صفت
93	زنده	زنده	زنده	زنده	A0	صفت
94	را	را	را	را	Po	حرف اضافه پسین
95	تشکیل	تشکیل	تشکیل	تشکیل	N1	اسم
96	داد | ده	داد | ده	داد | ده	داد | ده	O	
97	!؟!	!؟!	!؟!	!؟!	O	
98	که	که|که|که|که	که|که|که|که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم
99	البته	البته	البته	البته	Ad	قید
100	سلول	سلول|سل	سلول|سل	سلول|سل+ول	N1|N1+O	اسم|اسم + ول
101	سرطان	سرطان	سرطان	سرطان	N1	اسم
102	این	این|این	این|این	این|این	A1|N6	صفت اشاره|ضمیر اشاره
103	موضوع	موضوع	موضوع	موضوع	N1	اسم
104	را	را	را	را	Po	حرف اضافه پسین
105	رد	رد	رد	رد	A0	صفت
106	کرد | کن	کرد | کن	کرد | کن	کرد | کن	O	
107	زیرا	زیرا	زیرا	زیرا	C0	حرف ربط
108	در	در|در|در|در|در	در|در|در|در|در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
109	مقابل	مقابل|مقابل	مقابل|مقابل	مقابل|مقابل	A0|N9	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
110	از	از	از	از	Pr	حرف اضافه
