
0	می‌اندیشم	اندیش|می|می|می|می	می‌اندیشم	می+اندیش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م|می+اند+ی+ش+م	O+O+Y+O+N1|O+O+Y+O+N1|O+O+Y+O+N1|O+O+Y+O+N1|O+v1+O	فعل حال اخباری:اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد
20	درمانده‌بوده	درماند	درمانده‌بوده	درماند+ه+بود+ه	O+v2	ریشه ماضی + ه
21	فرزندش	فرزند|فرز	فرزندش	فرزند+ش|فرز+ند+ش	O+O+N1|O+N1	اسم + ضمیر ملکی سوم شخص مفرد|اسم + فعل سوم شخص جمع + ضمیر ملکی سوم شخص مفرد
22	را	را	را	را	Po	حرف اضافه پسین
23	سر	سر|سر|سر|سر	سر	سر|سر|سر|سر	N9|N1|N1|V6	فعل امر مثبت|اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
24	راه	راه|راه	راه	راه|راه	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
25	گذاشته	گذاشته|گذاشت	گذاشته	گذاشته|گذاشت+ه	O+v2|A0	صفت|ریشه ماضی + ه
26	؟	؟	؟	؟	Si	علامت نگارشی

0	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
1	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
2	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
3	کردن	کرد	کردن	کرد+ن	Neg+V2	بن ماضی + ن
4	.	.	.	.	Si	علامت نگارشی

0	دراصل	دراصل	دراصل	دراصل	Ad	قید
1	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
2	معنی	معنا	معنی	معنا	N1	اسم
3	انتقال	انتقال	انتقال	انتقال	N1	اسم
4	وجه	وجه|وج	وجه	وجه|وج+ه	O+N1|N1	اسم|اسم + ه
5	بین	بین|بین|بین|ین	بین	بین|بین|بین|ب+ین	N1+O|N9|A0|V6	فعل امر مثبت|صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|ب + اسم
6	کارت‌های	کارت	کارت	کارت+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
7	بانکی	بانکی|بانک	بانکی	بانکی|بانک+ی	Y+N1|A0	صفت|اسم + ی
8	عضو	عضو	عضو	عضو	N1	اسم
9	شتاب	شتاب|شتاب	شتاب	شتاب|شتاب	N1|V6	فعل امر مثبت|اسم
10	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
11	.	.	.	.	Si	علامت نگارشی

0	اما	اما	اما	اما	C0	حرف ربط
1	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
2	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم
3	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
4	عنوان	عنوان	عنوان	عنوان	N1	اسم
5	رشوه	رشوه	رشوه	رشوه	N1	اسم
6	دادن	داد	دادن	داد+ن	Neg+V2	بن ماضی + ن
7	تلقی	تلقی	تلقی	تلقی	N1	اسم
8	می‌شود	شو	می‌شود	می+شو+د	|O+v1+O	فعل حال اخباری:سوم شخص مفرد
9	.	.	.	.	Si	علامت نگارشی

0	داوری	داوری|داور	داوری	داوری|داور+ی	Y+N1|N1	اسم|اسم + ی
1	بازی	بازی|باز|باز|باز|باز	بازی	بازی|باز+ی|باز+ی|باز+ی|باز+ی	Y+Ad|Y+N1|Y+A0|N1|O+v1	اسم|فعل مضارع ساده:دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی
2	فوتبال	فوتبال	فوتبال	فوتبال	N1	اسم
3	دیشبو	دیشبو	دیشبو	دی+ش+بو	O	N1
4	دیدی	دید|دید	دیدی	دید+ی|دید+ی	Y+N1|O+v2	فعل ماضی ساده:دوم شخص مفرد|اسم + ی
5	؟	؟	؟	؟	Si	علامت نگارشی

0	آره	اره	آره	اره	N1	اسم
1	بابا	بابا|بابا	بابا	بابا|بابا	Sp|N1	اسم|شاخص
2	تابلو	تابلو	تابلو	تابلو	A0	صفت
3	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو+د|ب+ود	N1+O|N1|v2|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|اسم|فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد|ب + اسم
4	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی
5	داوره	داور	داوره	داور+ه	O+N1	اسم + ه
6	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
7	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
8	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
9	کردن	کرد	کردن	کرد+ن	Neg+V2	بن ماضی + ن
10	.	.	.	.	Si	علامت نگارشی

0	میگن	میگن	میگن	می+گن	O	N1
1	مایکروسافت	مایکروسافت	مایکروسافت	مایکروسافت	N1	اسم
2	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی
3	سایت	سایت	سایت	سایت	N1	اسم
4	IGN	IGN	IGN	IGN	O	کلمه انگلیسی
5	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
6	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
7	کارت	کارت|کار|کار	کارت	کارت|کار+ت|کار+ت	O+N1|N1|O+v1	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
8	کرده	کرده|کرد|کرد	کرده	کرده|کرد+ه|کرد+ه	O+N1|O+v2|N1	اسم|ریشه ماضی + ه|اسم + ه
9	تا	تا|تا|تا	تا	تا|تا|تا	Ab|C0|Pr	حرف اضافه|حرف ربط|اختصارات
10	امتیاز	امتیاز	امتیاز	امتیاز	N1	اسم
11	بالایی	بالایی|بالا|لایی|بال|لا	بالایی	بالایی|بالا+یی|با+لایی|بال+ا+یی|با+لا+یی	O+A0+O|O+O+v1|N1+O|O+A0|A0	صفت|صفت + یی|با + اسم|ریشه مضارع + ا + یی|با + صفت + یی
12	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
13	بازی	بازی|باز|باز|باز|باز	بازی	بازی|باز+ی|باز+ی|باز+ی|باز+ی	Y+Ad|Y+N1|Y+A0|N1|O+v1	اسم|فعل مضارع ساده:دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی
14	Halo	Halo	Halo	Halo	O	کلمه انگلیسی
15	بده	ده|بد|ده	بده	ب+ده|بد+ه|ب+ده	N1+O|O+A0|V6	فعل امر مثبت|صفت + ه|ب + اسم
16	.	.	.	.	Si	علامت نگارشی

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:		O	

0	بچه‌ها	بچه|چه|چه	بچه	بچه+ها|ب+چه+ها|ب+چه+ها	Pl+A0+O|Pl+NA+O|Pl+N1	اسم + علامت جمع|ب + ضمیر پرسشی + علامت جمع|ب + صفت + علامت جمع
1	امروز	امروز	امروز	امروز	N1	اسم
2	تولد	تولد	تولد	تولد	N1	اسم
3	بهنازه	بهنازه	بهنازه	به+ناز+ه	O	N1
4	،	،	،	،	O	
5	دورهمی	دورهمی	دورهمی	دوره+می	O	N1
6	داریم	دار|دار|دار	داریم	دار+یم|دار+ی+م|دار+یم	O+N1|O+v1|O+v1	فعل مضارع ساده:اول شخص جمع|فعل مضارع ساده:دوم شخص مفرد|اسم + فعل اول شخص جمع
7	.	.	.	.	Si	علامت نگارشی

0	حدیثه	حدیث	حدیثه	حدیث+ه	O+N1	اسم + ه
1	:	:	:		O	

0	آج	اج	آج	اج	N1	اسم
1	جون	جون	جون	جون	N1	اسم
2	،	،	،	،	O	
3	دورهمی	دورهمی	دورهمی	دوره+می	O	N1
4	!	!	!	!	Si	علامت نگارشی

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:		O	

0	علی	علی|علی	علی	علی|علی	A0|N3	اسم خاص اشخاص|صفت
1	کجاست	کجا	کجاست	کجا+ست	O+NA	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد
2	؟	؟	؟	؟	Si	علامت نگارشی

0	کک	کک	کک	کک	N1	اسم
1	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
2	تنبونمون	تنبونمون	تنبونمون	تن+بون+مون	O	N1
3	انداخت	انداخت	انداخت	انداخت	|v2	فعل ماضی ساده:سوم شخص مفرد
4	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
5	رفت	رفت|رفت|رف	رفت	رفت|رفت|رف+ت	O+N1|v2|v2	فعل ماضی ساده:سوم شخص مفرد|فعل ماضی ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
6	!	!	!	!	Si	علامت نگارشی

0	حدیثه	حدیث	حدیثه	حدیث+ه	O+N1	اسم + ه
1	:	:	:		O	

0	خیلی	خیلی|خیلی|خیل	خیلی	خیلی|خیلی|خیل+ی	Y+N1|Ad|A0	صفت|قید|اسم + ی
1	ریلکسه	ریلکسه	ریلکسه	ریل+کس+ه	O	N1
2	!	!	!	!	Si	علامت نگارشی

0	الان	الان	الان	الان	Ad	قید
1	قلپ	قلپ	قلپ	قلپ	N1	اسم
2	دوم	دوم|دو|دو|دو	دوم	دوم|دو+م|دو+م|دو+م	O+N1|O+N1|A0|O+v1	صفت|فعل مضارع ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
3	چاییشه	چاییشه	چاییشه	چای+ی+ش+ه	O	N1
4	!	!	!	!	Si	علامت نگارشی

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص
1	:	:	:		O	

0	تصویرسازیت	تصویرسازی|تصویرساز|تصویر	تصویرسازیت	تصویرسازی+ت|تصویرساز+ی+ت|تصویر+ساز+ی+ت	O+Y+O+N1|O+Y+N1|O+N1	اسم + ضمیر ملکی دوم شخص مفرد|اسم + ی + ضمیر ملکی دوم شخص مفرد|اسم + ساز + ی + ضمیر ملکی دوم شخص مفرد
1	تو	تو|تو|تو	تو	تو|تو|تو	N1|Ad|N5	ضمیر فاعلی|قید|اسم
2	حلقم	حلق|حلق	حلقم	حلق+م|حلق+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
3	.	.	.	.	Si	علامت نگارشی

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	کجاست	کجا	کجاست	کجا+ست	O+NA	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد
2	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
3	بیاد	یاد	بیاد	ب+یاد	N1+O	ب + اسم
4	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
5	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم
6	ادبی	ادبی|ادب	ادبی	ادبی|ادب+ی	Y+N1|A0	صفت|اسم + ی
7	چاله‌میدونی	چاله میدونی	چاله‌میدونی	چاله+می+دون+ی	O	N1
8	رو	رو|رو|رو	رو	رو|رو|رو	N9|V6|N1	اسم|فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
9	ثبت	ثبت	ثبت	ثبت	N1	اسم
10	کنه	کنه|کن|کن	کنه	کنه|کن+ه|کن+ه	O+V1|O+V1|N1	اسم|بن مضارع + ه|بن مضارع + ه
11	تو	تو|تو|تو	تو	تو|تو|تو	N1|Ad|N5	ضمیر فاعلی|قید|اسم
12	اون	اون	اون	اون	O	N1
13	بیلبیلک	بیلبیلک	بیلبیلک	بیل+بیل+ک	O	N1
14	؟	؟	؟	؟	Si	علامت نگارشی

0	سایت	سایت	سایت	سایت	N1	اسم
1	فارسی	فارسی|فارس	فارسی	فارسی|فارس+ی	Y+N1|A0	صفت|اسم + ی
2	شهری	شهری|شهر	شهری	شهری|شهر+ی	Y+N1|A0	صفت|اسم + ی
3	مرسده	مرسده	مرسده	مرس+ده	O	N1
4	:	:	:		O	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	اومد	اومد	اومد	او+مد	O	N1
2	ثبت	ثبت	ثبت	ثبت	N1	اسم
3	کنه	کنه|کن|کن	کنه	کنه|کن+ه|کن+ه	O+V1|O+V1|N1	اسم|بن مضارع + ه|بن مضارع + ه
4	!	!	!	!	Si	علامت نگارشی

0	مرضا	مرضا	مرضا	مرضا	N1	اسم
1	:	:	:		O	

0	ثبت	ثبت	ثبت	ثبت	N1	اسم
1	شد	شد	شد	شد	|v2	فعل ماضی ساده:سوم شخص مفرد
2	!	!	!	!	Si	علامت نگارشی

0	منتظر	منتظر	منتظر	منتظر	A0	صفت
1	تأیید	تأیید	تأیید	تأیید	N1	اسم
2	فارسی	فارسی|فارس	فارسی	فارسی|فارس+ی	Y+N1|A0	صفت|اسم + ی
3	شهری	شهری|شهر	شهری	شهری|شهر+ی	Y+N1|A0	صفت|اسم + ی

0	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
1	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
2	دو	دو|دو|دو	دو	دو|دو|دو	N1|V6|No	عدد حرفی|فعل امر مثبت|اسم
3	تن	تن|تن|تن	تن	تن|تن|تن	N1|N1|V6	فعل امر مثبت|اسم|اسم
4	برفتند	برفتند	برفتند	ب+رفت+ند	O	N1
5	با	با	با	با	Pr	حرف اضافه
6	بگتگین	بگتگین	بگتگین	ب+گت+گین	O	N1
7	بگفتند	گفت|گفت	بگفتند	ب+گفت+ند|ب+گفت+ند	O+N1+O|O+O+O+v2	فعل ماضی التزامی:سوم شخص جمع|ب + اسم + فعل سوم شخص جمع
8	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
9	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
10	چه	چه|چه|چه	چه	چه|چه|چه	A0|C0|NA	ضمیر پرسشی|حرف ربط|صفت
11	شغل	شغل	شغل	شغل	N1	اسم
12	آمده‌اند	امد	آمده‌اند	امد+ه+اند	O+O+N1	اسم + ه + فعل سوم شخص جمع
13	،	،	،	،	O	
14	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
15	بی‌مثال	بی‌مثال	بی‌مثال	بی‌مثال	A0	صفت
16	وی	وی|وی	وی	وی|وی	Ab|N5	ضمیر فاعلی|اختصارات
17	کسی	کسی|کس	کسی	کسی|کس+ی	Y+N1|A2	صفت مبهم|اسم + ی
18	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	N1|VPr|V6|Pr	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم
19	قلعت	قلع	قلعت	قلع+ت	O+N1	اسم + ضمیر ملکی دوم شخص مفرد
20	نتوانستی	توانست|توانست	نتوانستی	ن+توانست+ی|ن+توانست+ی	Y+V4+Neg|O+v2+Neg	ن + فعل وجه نما + ی|فعل ماضی ساده منفی:دوم شخص مفرد
21	شد	شد	شد	شد	|v2	فعل ماضی ساده:سوم شخص مفرد
22	.	.	.	.	Si	علامت نگارشی

0	بگتگین	بگتگین	بگتگین	ب+گت+گین	O	N1
1	کدخدای	کدخدای|کدخدا	کدخدای	کدخدای|کدخدا+ی	Y+N1|N1	اسم|اسم + ی
2	خویش	خویش|خو	خویش	خویش|خو+ی+ش	O+Y+N1|N8	ضمیر مشترک/متقابل|اسم + ی + ضمیر ملکی سوم شخص مفرد
3	را	را	را	را	Po	حرف اضافه پسین
4	با	با	با	با	Pr	حرف اضافه
5	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
6	نامزد	نامزد|مزد	نامزد	نامزد|نا+مزد	N1+O|N1	اسم|نا + اسم
7	کرد	کرد|کرد	کرد	کرد|کرد	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	N1|VPr|V6|Pr	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم
10	قلعت	قلع	قلعت	قلع+ت	O+N1	اسم + ضمیر ملکی دوم شخص مفرد
11	رفتند	رفت|رفت	رفتند	رفت+ند|رفت+ند	|O+v2|O+v2	فعل ماضی ساده:سوم شخص جمع|فعل ماضی ساده:سوم شخص جمع
12	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
13	پیش	پیش|پیش|پی	پیش	پیش|پیش|پی+ش	O+N1|N9|A0	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی سوم شخص مفرد
14	امیرمحمد	امیرمحمد	امیرمحمد	امیرمحمد	N3	اسم خاص اشخاص
15	شدند	شد	شدند	شد+ند	|O+v2	فعل ماضی ساده:سوم شخص جمع
16	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
17	رسم	رسم|رس|رس|رس	رسم	رسم|رس+م|رس+م|رس+م	O+N1|O+N1|N1|O+v1	اسم|فعل مضارع ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
18	خدمت	خدمت|خدم	خدمت	خدمت|خدم+ت	O+N1|N1	اسم|اسم + ضمیر ملکی دوم شخص مفرد
19	را	را	را	را	Po	حرف اضافه پسین
20	بجای	جای|بجا|جا	بجای	ب+جای|بجا+ی|ب+جا+ی	Y+N1+O|Y+A0|N1+O	ب + اسم|صفت + ی|ب + اسم + ی
21	آوردند	آورد	آوردند	آورد+ند	O	N1
22	،	،	،	،	O	
23	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
24	گفت	گفت|گفت	گفت	گفت|گفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
25	:	:	:		O	

0	خبر	خبر	خبر	خبر	N1	اسم
1	برادرم	برادر|برادر	برادرم	برادر+م|برادر+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
2	چیست	چیست	چیست	چیست	V6	فعل امر مثبت
3	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
4	لشکرکی	لشکرک	لشکرکی	لشکرک+ی	Y+N2	اسم خاص مکان + ی
5	خواهد‌رفت	رفت|رفت	خواهد‌رفت	خواهد+رفت|خواهد+رفت	|v2+O+O|v2+O+O	فعل آینده مثبت:سوم شخص مفرد|فعل آینده مثبت:سوم شخص مفرد
6	نزدیک	نزدیک	نزدیک	نزدیک	A0	صفت
7	وی	وی|وی	وی	وی|وی	Ab|N5	ضمیر فاعلی|اختصارات
8	؟	؟	؟	؟	Si	علامت نگارشی

0	گفتند	گفت|گفت	گفتند	گفت+ند|گفت+ند	O+N1|O+v2	فعل ماضی ساده:سوم شخص جمع|اسم + فعل سوم شخص جمع
1	:	:	:		O	

0	«	«	«	«	O	
1	خبر	خبر	خبر	خبر	N1	اسم
2	خداوند	خداوند	خداوند	خداوند	N1	اسم
3	سلطان	سلطان|سلطان	سلطان	سلطان|سلطان	Sp|N1	اسم|شاخص
4	همه	همه|همه	همه	همه|همه	A2|N1	اسم|صفت مبهم
5	خیر	خیر|خیر	خیر	خیر|خیر	A0|Ad	قید|صفت
6	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
7	،	،	،	،	O	
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
10	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
11	دو	دو|دو|دو	دو	دو|دو|دو	N1|V6|No	عدد حرفی|فعل امر مثبت|اسم
12	سه	سه	سه	سه	No	عدد حرفی
13	روز	روز	روز	روز	N1	اسم
14	همه	همه|همه	همه	همه|همه	A2|N1	اسم|صفت مبهم
15	لشکر	لشکر	لشکر	لشکر	N1	اسم
16	بروند	روند|رو|رو	بروند	ب+روند|ب+رو+ند|ب+رو+ند	O+N1+O|A0+O|O+v1+O	ب + صفت|ب + اسم + فعل سوم شخص جمع|فعل حال التزامی:سوم شخص جمع
17	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
18	حاجب	حاجب	حاجب	حاجب	N1	اسم
19	بزرگ	بزرگ	بزرگ	بزرگ	A0	صفت
20	براثر	براثر	براثر	براثر	Pr1	حرف اضافه گروهی
21	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی
22	،	،	،	،	O	
23	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
24	بندگان	بندگان|بنده|بند|بند	بندگان	بندگان|بنده+گان|بند+ه+گان|بند+ه+گان	Pl+O+N1|Pl+O+V1|Pl+N1|N1	اسم|اسم + علامت جمع|بن مضارع + ه + علامت جمع|اسم + ه + علامت جمع
25	بدین	بدین|دین|دین|بد	بدین	بدین|ب+دین|ب+دین|بد+ین	O+A0|N1+O|N1+O|Pr	حرف اضافه|ب + اسم|ب + اسم|صفت + ین
26	آمده‌اند	امد	آمده‌اند	امد+ه+اند	O+O+N1	اسم + ه + فعل سوم شخص جمع
27	»	»	»	»	O	
28	،	،	،	،	O	
29	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
30	نامه	نامه|نام|نام	نامه	نامه|نام+ه|نام+ه	O+V1|O+N1|N1	اسم|اسم + ه|بن مضارع + ه
31	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
32	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
33	دادند	داد|داد	دادند	داد+ند|داد+ند	O+N1|O+v2	فعل ماضی ساده:سوم شخص جمع|اسم + فعل سوم شخص جمع
34	.	.	.	.	Si	علامت نگارشی

0	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	N1|VPr|V6|Pr	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم
1	خواند	خواند|خوان	خواند	خواند|خوان+د	|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
2	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
3	لختی	لختی|لختی|لخت	لختی	لختی|لختی|لخت+ی	Y+A0|A0|A2	صفت مبهم|صفت|صفت + ی
4	تاریکی	تاریکی|تاریک|تاری	تاریکی	تاریکی|تاریک+ی|تاری+ک+ی	Y+O+N1|Y+A0|N1	اسم|صفت + ی|اسم + ک + ی
5	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
6	وی	وی|وی	وی	وی|وی	Ab|N5	ضمیر فاعلی|اختصارات
7	پیدا	پیدا	پیدا	پیدا	A0	صفت
8	آمد	امد	آمد	امد	N1	اسم
9	.	.	.	.	Si	علامت نگارشی

0	نبیه	نبی	نبیه	نبی+ه	O+N1	اسم + ه
1	گفت	گفت|گفت	گفت	گفت|گفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
2	«	«	«	«	O	
3	زندگانی	زندگانی|زنده	زندگانی	زندگانی|زنده+گان+ی	Y+Pl+A0|N1	اسم|صفت + علامت جمع + ی
4	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
5	دراز	دراز	دراز	دراز	A0	صفت
6	باد	باد	باد	باد	N1	اسم
7	،	،	،	،	O	
8	سلطان	سلطان|سلطان	سلطان	سلطان|سلطان	Sp|N1	اسم|شاخص
9	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
10	برادر	برادر	برادر	برادر	N1	اسم
11	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
12	حق	حق|حق	حق	حق|حق	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
13	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص
14	را	را	را	را	Po	حرف اضافه پسین
15	نگاه	نگاه|نگا	نگاه	نگاه|نگا+ه	O+N1|N1	اسم|اسم + ه
16	دارد	دار|دار	دارد	دار+د|دار+د	O+V5|O+v1	فعل مضارع ساده:سوم شخص مفرد|فعل کمکی + د
17	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
18	مهربانی	مهربانی|مهربان|مهر|مهر|مهر	مهربانی	مهربانی|مهربان+ی|مهر+بان+ی|مهر+بان+ی|مهر+بان+ی	Y+O+N1|Y+O+N1|Y+O+N1|Y+A0|N1	اسم|صفت + ی|اسم + بان + ی|اسم + بان + ی|اسم + بان + ی
19	نماید	نما|نما	نماید	نما+ید|نما+ید	|O+v1|O+v1	فعل مضارع ساده:دوم شخص جمع|فعل مضارع ساده:دوم شخص جمع
20	.	.	.	.	Si	علامت نگارشی

0	دل	دل	دل	دل	N1	اسم
1	بد	بد	بد	بد	A0	صفت
2	نباید	باید	نباید	ن+باید	V4+Neg	ن + فعل وجه نما
3	کرد	کرد|کرد	کرد	کرد|کرد	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
4	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
5	به‌قضای	به قضای	به‌قضای	به‌+قضا+ی	O	N1
6	خدای	خدا	خدای	خدا+ی	Y+N1	اسم + ی
7	عزوجل	عزوجل	عزوجل	عزوجل	A0	صفت
8	رضا	رضا	رضا	رضا	N3	اسم خاص اشخاص
9	باید	باید	باید	باید	V4	فعل وجه نما
10	داد	داد|داد	داد	داد|داد	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
11	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
12	از	از	از	از	Pr	حرف اضافه
13	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
14	باب	باب|باب	باب	باب|باب	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
