
0	وی	وی|وی	وی	وی|وی	Ab|N5	ضمیر فاعلی|اختصارات
30	نفر	نفر	نفر	نفر	N1	اسم
31	نباشد	باش	نباشد	ن+باش+د	|O+v1+Neg	فعل حال التزامی منفی:سوم شخص مفرد
32	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
33	با	با	با	با	Pr	حرف اضافه
34	خودت	خودت|خود	خودت	خودت|خود+ت	O+N1|N7	ضمیر تاکیدی/انعکاسی|اسم + ضمیر ملکی دوم شخص مفرد
35	بشود	شود|شو	بشود	ب+شود|ب+شو+د	N1+O|O+v1+O	ب + اسم|فعل حال التزامی:سوم شخص مفرد
36	دوازده	دوازده	دوازده	دوازده	No	عدد حرفی
37	نفر	نفر	نفر	نفر	N1	اسم
38	.	.	.	.	Si	علامت نگارشی

0	گفتم	گفت|گفت|گفت	گفتم	گفت+م|گفت+م|گفت+م	O+N1|O+N1|O+v2	فعل ماضی ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
1	خودت	خودت|خود	خودت	خودت|خود+ت	O+N1|N7	ضمیر تاکیدی/انعکاسی|اسم + ضمیر ملکی دوم شخص مفرد
2	بهتر	بهتر	بهتر	بهتر	A0	صفت
3	می‌دانی	میدانی|دان|می|می	می‌دانی	میدانی|می+دان+ی|می+دان+ی|می+دان+ی	Y+O+N1|Y+O+N1|A0|O+v1+O	صفت|فعل حال اخباری:دوم شخص مفرد|اسم + دان + ی|اسم + دان + ی
4	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
5	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
6	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
7	شب	شب	شب	شب	N1	اسم
8	عیدی	عیدی|عید	عیدی	عیدی|عید+ی	Y+N1|N1	اسم|اسم + ی
9	مالیه	مالیه|مالی	مالیه	مالیه|مالی+ه	O+A0|N1	اسم|صفت + ه
10	ازچه‌قراراست	ازچه قراراست	ازچه‌قراراست	از+چه+قرار+است	O	N1
11	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
12	بودجه	بودجه	بودجه	بودجه	N1	اسم
13	ابدن	ابدن	ابدن	ابد+ن	O	N1
14	اجازه‌ی	اجازه	اجازه‌ی	اجازه+ی	Y+N1	اسم + ی
15	خریدن	خرید|خر	خریدن	خرید+ن|خر+ید+ن	Neg+O+V1|Neg+V2	بن ماضی + ن|بن مضارع + فعل دوم شخص جمع + ن
16	خرت‌و‌پرت	خرت و پرت	خرت‌و‌پرت	خر+ت+و+پر+ت	O	N1
17	تازه	تازه|تاز	تازه	تازه|تاز+ه	O+V1|A0	صفت|بن مضارع + ه
18	نمی‌دهد	ده	نمی‌دهد	نمی+ده+د	|O+v1+O+Neg	فعل حال اخباری منفی:سوم شخص مفرد
19	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
20	دوستان	دوست	دوستان	دوست+ان	O+N1	اسم + ان
21	هم	هم|هم|هم	هم	هم|هم|هم	N8|C0|Ad	قید|حرف ربط|ضمیر مشترک/متقابل
22	از	از	از	از	Pr	حرف اضافه
23	بیست	بیست	بیست	بیست	No	عدد حرفی
24	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
25	سه	سه	سه	سه	No	عدد حرفی
26	چهار	چهار	چهار	چهار	No	عدد حرفی
27	نفر	نفر	نفر	نفر	N1	اسم
28	کم‌تر	کم	کم‌تر	کم+تر	O+A0	صفت + علامت صفت تفضیلی
29	نمی‌شوند	شو	نمی‌شوند	نمی+شو+ند	|O+v1+O+Neg	فعل حال اخباری منفی:سوم شخص جمع
30	.	.	.	.	Si	علامت نگارشی

0	گفت	گفت|گفت	گفت	گفت|گفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
1	یک	یک	یک	یک	No	عدد حرفی
2	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	N1|VPr|V6|Pr	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم
3	نره	نره|ره|نر	نره	نره|ن+ره|نر+ه	O+A0|V6|A0	صفت|فعل امر منفی|صفت + ه
4	خر	خر|خر|خر	خر	خر|خر|خر	N1|N1|V6	فعل امر مثبت|اسم|اسم
5	گردن‌کلفت	گردن‌کلفت	گردن‌کلفت	گردن‌کلفت	A0	صفت
6	را	را	را	را	Po	حرف اضافه پسین
7	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
8	نمی‌شود	شو	نمی‌شود	نمی+شو+د	|O+v1+O+Neg	فعل حال اخباری منفی:سوم شخص مفرد
9	وعده‌	وعده	وعده‌	وعده	N1	اسم
10	گرفت	گرفت|گرفت	گرفت	گرفت|گرفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
11	.	.	.	.	Si	علامت نگارشی

0	تنها	تنها|تن|تن	تنها	تنها|تن+ها|تن+ها	Pl+N1|Pl+N1|A0	صفت|اسم + علامت جمع|اسم + علامت جمع
1	همان	همان|همان|هم	همان	همان|همان|هم+ان	O+Ad|N6|A1	صفت اشاره|ضمیر اشاره|قید + ان
2	رتبه‌های	رتبه	رتبه‌	رتبه+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
3	بالا	بالا|بال	بالا	بالا|بال+ا	O+v1|A0	صفت|ریشه مضارع + ا
4	را	را	را	را	Po	حرف اضافه پسین
5	وعده‌بگیر	وعده بگیر	وعده‌بگیر	وعده+ب+گیر	O	N1
6	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
7	مابقی	مابقی	مابقی	مابقی	N1	اسم
8	را	را	را	را	Po	حرف اضافه پسین
9	نقداً	نقداً	نقدا	نقداً	Ad	قید
10	خط‌بکش	خطب	خط‌بکش	خطب+ک+ش	O+O+N1	اسم + ک + ضمیر ملکی سوم شخص مفرد
11	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
12	بگذار	گذار|گذار	بگذار	ب+گذار|ب+گذار	N1+O|V6	فعل امر مثبت|ب + اسم
13	‌سماق‌	سماق	‌سماق‌	سماق	N1	اسم
14	بمکند	مک|بم|مک	بمکند	ب+مک+ند|بم+ک+ند|ب+مک+ند	O+N1+O|O+O+A0|O+v1+O	فعل حال التزامی:سوم شخص جمع|صفت + ک + فعل سوم شخص جمع|ب + اسم + فعل سوم شخص جمع
15	.	.	.	.	Si	علامت نگارشی

0	گفتم	گفت|گفت|گفت	گفتم	گفت+م|گفت+م|گفت+م	O+N1|O+N1|O+v2	فعل ماضی ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
1	ای	ای|ای	ای	ای|ای	Ab|Intj	صوت|اختصارات
2	بابا	بابا|بابا	بابا	بابا|بابا	Sp|N1	اسم|شاخص
3	،	،	،	،	O	
4	خدا	خدا	خدا	خدا	N1	اسم
5	را	را	را	را	Po	حرف اضافه پسین
6	خوش	خوش	خوش	خوش	A0	صفت
7	نمی‌آید	نم	نمی‌آید	نم+ی+اید	O+Y+N1	اسم + ی + فعل دوم شخص جمع
8	.	.	.	.	Si	علامت نگارشی

0	این	این|این	این	این|این	N6|A1	صفت اشاره|ضمیر اشاره
1	بدبخت‌ها	بدبخت	بدبخت‌	بدبخت+ها	Pl+A0	صفت + علامت جمع
2	سال	سال	سال	سال	N1	اسم
3	آزگار	آزگار|آز	آزگار	آزگار|آز+گار	O+N1|A0	صفت|اسم + گار
4	یک	یک	یک	یک	No	عدد حرفی
5	بار	بار|بار	بار	بار|بار	N1|V6	فعل امر مثبت|اسم
6	برایشان	برای|برا|بر	برایشان	برای+شان|برا+ی+شان|بر+ا+ی+شان	O+Y+O+v1|O+A0|O+Pr	حرف اضافه + ضمیر ملکی سوم شخص جمع|صفت + ضمیر ملکی سوم شخص جمع|ریشه مضارع + ا + ی + ضمیر ملکی سوم شخص جمع
7	چنین	چنین	چنین	چنین	A2	صفت مبهم
8	پایی	پایی|پا	پایی	پایی|پا+یی	O+N1|A0	صفت|اسم + یی
9	می‌افتد	افت	می‌افتد	می+افت+د	|O+v1+O	فعل حال اخباری:سوم شخص مفرد
10	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
11	شکم‌ها	شکم	شکم‌	شکم+ها	Pl+N1	اسم + علامت جمع
12	را	را	را	را	Po	حرف اضافه پسین
13	مدتی	مدت	مدتی	مدت+ی	Y+N1	اسم + ی
14	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
15	صابون‌	صابون	صابون‌	صابون	N1	اسم
16	زده‌اند	زده|زد|زد	زده‌اند	زده+اند|زد+ه+اند|زد+ه+اند	O+O+N1|O+A0|O+O+v2	صفت + فعل سوم شخص جمع|فعل ماضی نقلی:سوم شخص جمع|اسم + ه + فعل سوم شخص جمع
17	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
18	کباب	کباب	کباب	کباب	N1	اسم
19	غاز	غاز	غاز	غاز	N1	اسم
20	بخورند	خورند|بخور|بخور|خور	بخورند	ب+خورند|بخور+ند|بخور+ند|ب+خور+ند	O+A0|O+N1|A0+O|O+v1+O	ب + صفت|اسم + فعل سوم شخص جمع|صفت + فعل سوم شخص جمع|فعل حال التزامی:سوم شخص جمع
21	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
22	ساعت‌شماری	ساعت‌شماری	ساعت‌شماری	ساعت‌شماری	N1	اسم
23	می‌کنند	کن|کن	می‌کنند	می+کن+ند|می+کن+ند	|O+v1+O|O+v1+O	فعل حال اخباری:سوم شخص جمع|فعل حال اخباری:سوم شخص جمع
24	.	.	.	.	Si	علامت نگارشی

0	اگر	اگر	اگر	اگر	C0	حرف ربط
1	از	از	از	از	Pr	حرف اضافه
2	زیرش	زیر	زیرش	زیر+ش	O+A0	صفت + ضمیر ملکی سوم شخص مفرد
3	دربروم	دررو	دربروم	ب+دررو+م	|O+v1+O	فعل حال التزامی:اول شخص مفرد
4	چشمم	چشم|چشم|چش	چشمم	چشم+م|چشم+م|چش+م+م	O+N1|O+N1|O+v1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|فعل مضارع ساده:اول شخص مفرد
5	را	را	را	را	Po	حرف اضافه پسین
6	درخواهند‌	در|در|در	درخواهند‌	در+خواه+ند|در+خواه+ند|در+خواه+ند	O+O+N1|O+O+N1|O+O+V1	بن مضارع + خواه + فعل سوم شخص جمع|اسم + خواه + فعل سوم شخص جمع|اسم + خواه + فعل سوم شخص جمع
7	آورد	آورد|آور	آورد	آورد|آور+د	|v2|O+v1	فعل ماضی ساده:سوم شخص مفرد|فعل مضارع ساده:سوم شخص مفرد
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	حالا	حالا	حالا	حالا	Ad	قید
10	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
11	خودمانیم	خود	خودمانیم	خود+مان+یم	O+O+N1	اسم + ضمیر ملکی اول شخص جمع + فعل اول شخص جمع
12	،	،	،	،	O	
13	حق	حق|حق	حق	حق|حق	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
14	هم	هم|هم|هم	هم	هم|هم|هم	N8|C0|Ad	قید|حرف ربط|ضمیر مشترک/متقابل
15	دارند	دار|دار|دار	دارند	دار+ند|دار+ند|دار+ند	O+V5|O+N1|O+v1	فعل مضارع ساده:سوم شخص جمع|اسم + فعل سوم شخص جمع|فعل کمکی + فعل سوم شخص جمع
16	.	.	.	.	Si	علامت نگارشی

0	چطور	چطور|چطور	چطور	چطور|چطور	Ad|A0	صفت|قید
1	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
2	از	از	از	از	Pr	حرف اضافه
3	منزل	منزل	منزل	منزل	N1	اسم
4	یکی	یکی|یک	یکی	یکی|یک+ی	Y+No|A2	صفت مبهم|عدد حرفی + ی
5	از	از	از	از	Pr	حرف اضافه
6	دوستان	دوست	دوستان	دوست+ان	O+N1	اسم + ان
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	آشنایان	آشنا	آشنایان	آشنا+ی+ان	O	N1
9	یک	یک	یک	یک	No	عدد حرفی
10	‌دست	دست|دست	‌دست	دست|دست	N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
11	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی+گر	O+N1|A2|Ad	قید|صفت مبهم|اسم + گر
12	ظرف	ظرف	ظرف	ظرف	N1	اسم
13	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
14	لوازم	لوازم	لوازم	لوازم	N1	اسم
15	عاریه	عاریه|عاری	عاریه	عاریه|عاری+ه	O+A0|A0	صفت|صفت + ه
16	بگیریم	گیریم|بگیر|گیر|گیر|گیر	بگیریم	ب+گیریم|بگیر+یم|ب+گیر+یم|ب+گیر+ی+م|ب+گیر+یم	O+A0+O|O+A0|N1+O|O+v1+O|O+v1+O	ب + اسم|صفت + فعل اول شخص جمع|فعل حال التزامی:اول شخص جمع|فعل حال التزامی:دوم شخص مفرد|ب + صفت + فعل اول شخص جمع
17	.	.	.	.	Si	علامت نگارشی

0	اینک	اینک	اینک	اینک	Ad	قید
1	روز	روز	روز	روز	N1	اسم
2	دوم	دوم|دو|دو|دو	دوم	دوم|دو+م|دو+م|دو+م	O+N1|O+N1|A0|O+v1	صفت|فعل مضارع ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
3	عید	عید	عید	عید	N1	اسم
4	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
5	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
6	تدارک	تدارک	تدارک	تدارک	N1	اسم
7	پذیرایی	پذیرایی|پذیرا|پذیر	پذیرایی	پذیرایی|پذیرا+یی|پذیر+ا+یی	O+O+v1|O+A0|N1	اسم|صفت + یی|ریشه مضارع + ا + یی
8	از	از	از	از	Pr	حرف اضافه
9	هرجهت	هرجهت	هرجهت	هر+جهت	O	N1
10	دیده	دیده|دید|دید	دیده	دیده|دید+ه|دید+ه	O+N1|O+v2|N1	اسم|ریشه ماضی + ه|اسم + ه
11	شده است	شد	شده است	شد+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
12	.	.	.	.	Si	علامت نگارشی

0	علاوه‌بر	علاوه‌بر	علاوه‌بر	علاوه‌بر	Pr1	حرف اضافه گروهی
1	غاز	غاز	غاز	غاز	N1	اسم
2	معهود	معهود	معهود	معهود	A0	صفت
3	،	،	،	،	O	
4	آش	اش	آش	اش	Ab	اختصارات
5	جو	جو|جو|جو	جو	جو|جو|جو	N1|N1|V6	فعل امر مثبت|اسم|اسم
6	اعلا	اعلا	اعلا	اعلا	A0	صفت
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	کباب	کباب	کباب	کباب	N1	اسم
9	بره‌ی	بره|بره|بر|بر	بره‌ی	بره+ی|بره+ی|بر+ه+ی|بر+ه+ی	Y+O+N1|Y+O+V1|Y+N1|Y+N1	اسم + ی|اسم + ی|بن مضارع + ه + ی|اسم + ه + ی
10	ممتاز	ممتاز	ممتاز	ممتاز	A0	صفت
11	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
12	دو	دو|دو|دو	دو	دو|دو|دو	N1|V6|No	عدد حرفی|فعل امر مثبت|اسم
13	رنگ	رنگ	رنگ	رنگ	N1	اسم
14	پلو	پلو	پلو	پلو	N1	اسم
15	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
16	چند	چند	چند	چند	NA	ضمیر پرسشی
17	جور	جور|جور	جور	جور|جور	N1|A0	صفت|اسم
18	خورش	خورش|خور	خورش	خورش|خور+ش	N1|O+v1	اسم|فعل مضارع ساده:سوم شخص مفرد
19	با	با	با	با	Pr	حرف اضافه
20	تمام	تمام|تمام	تمام	تمام|تمام	N9|A0	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
21	مخلفات	مخلفات	مخلفات	مخلفات	N1	اسم
22	‌روبه‌راه	روبه‌راه	‌روبه‌راه	روبه‌راه	A0	صفت
23	‌شده‌است	شد	‌شده‌است	شد+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
24	.	.	.	.	Si	علامت نگارشی

0	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
1	تختخواب	تختخواب	تختخواب	تختخواب	N1	اسم
2	گرم‌ونرم	گرم‌ونرم	گرم‌ونرم	گرم‌ونرم	A0	صفت
3	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
4	تازه‌ای	تازه|تاز	تازه‌ای	تازه+ای|تاز+ه+ای	O+O+V1|O+A0	صفت + ای|بن مضارع + ه + ای
5	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
6	از	از	از	از	Pr	حرف اضافه
7	جمله‌ی	جمله|جمل	جمله‌ی	جمله+ی|جمل+ه+ی	Y+O+N1|Y+N1	اسم + ی|اسم + ه + ی
8	اسباب	اسباب	اسباب	اسباب	N1	اسم
9	جهاز	جهاز	جهاز	جهاز	N1	اسم
10	خانم	خانم|خانم|خان|خان	خانم	خانم|خانم|خان+م|خان+م	O+N1|O+N1|Sp|N1	اسم|شاخص|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
11	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
12	لم	لم|لم|لم	لم	لم|لم|لم	N1|N1|V6	فعل امر مثبت|اسم|اسم
13	داده	داده|داد|داد	داده	داده|داد+ه|داد+ه	O+N1|O+v2|N1	اسم|ریشه ماضی + ه|اسم + ه
14	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
15	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
16	تفریح	تفریح	تفریح	تفریح	N1	اسم
17	تمام	تمام|تمام	تمام	تمام|تمام	N9|A0	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی
18	مشغول	مشغول	مشغول	مشغول	A0	صفت
19	خواندن	خواند	خواندن	خواند+ن	Neg+V2	بن ماضی + ن
20	حکایت‌های	حکایت	حکایت‌	حکایت+ها+ی	Y+Pl+N1	اسم + علامت جمع + ی
21	بی‌نظیر	بی‌نظیر	بی‌نظیر	بی‌نظیر	A0	صفت
22	صادق	صادق	صادق	صادق	A0	صفت
23	هدایت	هدایت	هدایت	هدایت	N1	اسم
24	بودم	بود|بود|بود|بود|ود|ود	بودم	بود+م|بود+م|بود+م|بود+م|ب+ود+م|ب+ود+م	O+N1+O|O+N1+O|O+N1|O+N1|O+v2|O+v2	فعل ماضی ساده:اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد|فعل ماضی ساده:اول شخص مفرد|ب + اسم + ضمیر ملکی اول شخص مفرد|ب + اسم + فعل اول شخص مفرد
25	.	.	.	.	Si	علامت نگارشی

0	درست	درست|درس	درست	درست|درس+ت	O+N1|A0	صفت|اسم + ضمیر ملکی دوم شخص مفرد
1	کیفور	کیفور	کیفور	کیفور	A0	صفت
2	شده بودم	شد|شد	شده بودم	شد+ه+بود+م|شد+ه+بود+م	O+O+O+V3|O+O+O+V3	فعل اسنادی + ه + بود + ضمیر ملکی اول شخص مفرد|فعل اسنادی + ه + بود + فعل اول شخص مفرد
3	که	که|که|که|که	که	که|که|که|که	N1|N1|NA|C0	حرف ربط|ضمیر پرسشی|اسم|اسم
4	عیالم	عیال|عیال	عیالم	عیال+م|عیال+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
5	وارد	وارد	وارد	وارد	N1	اسم
6	شد	شد	شد	شد	|v2	فعل ماضی ساده:سوم شخص مفرد
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	گفت	گفت|گفت	گفت	گفت|گفت	N1|v2	فعل ماضی ساده:سوم شخص مفرد|اسم
9	جوان	جوان	جوان	جوان	A0	صفت
10	دیلاقی	دیلاق	دیلاقی	دیلاق+ی	Y+A0	صفت + ی
11	مصطفی	مصطفی	مصطفی	مصطفی	N3	اسم خاص اشخاص
12	نام	نام|نام	نام	نام|نام	V6|N1	اسم|فعل امر مثبت
13	آمده	امد	آمده	امد+ه	O+N1	اسم + ه
14	می‌گوید	گو	می‌گوید	می+گو+ید	|O+v1+O	فعل حال اخباری:دوم شخص جمع
15	پسرعموی	پسرعمو	پسرعموی	پسرعمو+ی	Y+N1	اسم + ی
16	تنی	تنی|تن|تن|تن	تنی	تنی|تن+ی|تن+ی|تن+ی	Y+N1|Y+N1|A0|O+v1	صفت|فعل مضارع ساده:دوم شخص مفرد|اسم + ی|اسم + ی
17	تو	تو|تو|تو	تو	تو|تو|تو	N1|Ad|N5	ضمیر فاعلی|قید|اسم
18	است	است|اس	است	است|اس+ت	O+N1|O+v1	فعل مضارع ساده:سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد
19	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
20	برای	برای|برا|بر	برای	برای|برا+ی|بر+ا+ی	Y+O+v1|Y+A0|Pr	حرف اضافه|صفت + ی|ریشه مضارع + ا + ی
21	عید	عید	عید	عید	N1	اسم
22	مبارکی	مبارکی|مبارک	مبارکی	مبارکی|مبارک+ی	Y+A0|N1	اسم|صفت + ی
23	شرفیاب	شرفیاب	شرفیاب	شرفیاب	A0	صفت
24	شده است	شد	شده است	شد+ه+است	|O+O+v2	فعل ماضی نقلی:سوم شخص مفرد
25	.	.	.	.	Si	علامت نگارشی

0	مصطفی	مصطفی	مصطفی	مصطفی	N3	اسم خاص اشخاص
1	پسرعموی	پسرعمو	پسرعموی	پسرعمو+ی	Y+N1	اسم + ی
2	دختردایی	دختردایی	دختردایی	دختردایی	N1	اسم
3	خاله‌ی	خاله|خال	خاله‌ی	خاله+ی|خال+ه+ی	Y+O+N1|Y+N1	اسم + ی|اسم + ه + ی
4	مادرم	مادر|مادر	مادرم	مادر+م|مادر+م	O+N1|O+N1	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد
5	می‌شد	شد	می‌شد	می+شد	|v2+O	فعل ماضی استمراری:سوم شخص مفرد
6	.	.	.	.	Si	علامت نگارشی

0	جوانی	جوانی|جوان	جوانی	جوانی|جوان+ی	Y+A0|N1	اسم|صفت + ی
1	به	به|به	به	به|به	N1|Pr	حرف اضافه|اسم
2	سن	سن|سن	سن	سن|سن	N1|N1	اسم|اسم
3	بیست	بیست	بیست	بیست	No	عدد حرفی
4	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
5	پنج	پنج	پنج	پنج	No	عدد حرفی
6	یا	یا|یا	یا	یا|یا	Intj|C0	حرف ربط|صوت
7	بیست	بیست	بیست	بیست	No	عدد حرفی
8	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
9	شش	شش|شش	شش	شش|شش	N1|No	عدد حرفی|اسم
10	.	.	.	.	Si	علامت نگارشی

0	لات‌ولوت	لات‌ولوت	لات‌ولوت	لات‌ولوت	A0	صفت
1	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
2	آسمان‌جل	آسمان جل	آسمان‌جل	آسمان+جل	O	N1
3	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
4	بی‌دست‌وپا	بی‌دست‌وپا	بی‌دست‌وپا	بی‌دست‌وپا	A0	صفت
5	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
6	پخمه	پخمه|پخم	پخمه	پخمه|پخم+ه	O+N1|A0	صفت|اسم + ه
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	گاگول	گاگول	گاگول	گا+گول	O	N1
9	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
10	تا	تا|تا|تا	تا	تا|تا|تا	Ab|C0|Pr	حرف اضافه|حرف ربط|اختصارات
11	بخواهی	خواه|خواه|خواه	بخواهی	ب+خواه+ی|ب+خواه+ی|ب+خواه+ی	Y+V5+O|Y+Ad+O|O+v1+O	فعل حال التزامی:دوم شخص مفرد|ب + قید + ی|ب + فعل کمکی + ی
12	بدریخت	بدریخت	بدریخت	بدریخت	A0	صفت
13	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
14	بدقواره	بدقواره|دق	بدقواره	بدقواره|ب+دق+واره	O+N1+O|A0	صفت|ب + اسم + واره
15	.	.	.	.	Si	علامت نگارشی

0	هروقت‌	هروقت	هروقت‌	هر+وقت	O	N1
1	می‌خواست	خواست|خواست	می‌خواست	می+خواست|می+خواست	V5+O|v2+O	فعل ماضی استمراری:سوم شخص مفرد|می + فعل کمکی
2	حرفی	حرفی|حرف|حرف	حرفی	حرفی|حرف+ی|حرف+ی	Y+N1|Y+N1|A0	صفت|اسم + ی|اسم + ی
3	بزند	زن|بز	بزند	ب+زن+د|بز+ند	O+N1|O+v1+O	فعل حال التزامی:سوم شخص مفرد|اسم + فعل سوم شخص جمع
4	،	،	،	،	O	
5	رنگ	رنگ	رنگ	رنگ	N1	اسم
6	می‌گذاشت	گذاشت	می‌گذاشت	می+گذاشت	|v2+O	فعل ماضی استمراری:سوم شخص مفرد
7	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
8	رنگ	رنگ	رنگ	رنگ	N1	اسم
9	برمی‌داشت	برداشت	برمی‌داشت	می+برداشت	|v2+O	فعل ماضی استمراری:سوم شخص مفرد
10	و	و|و|و	و	و|و|و	Ab|Al|C0	حرف ربط|حروف الفبا|اختصارات
11	مثل	مثل|مثل|مثل	مثل	مثل|مثل|مثل	N1|N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم
12	این‌که	اینکه	این‌که	اینکه	Ad	قید
13	دسته	دست	دسته	دست+ه	O+N1	اسم + ه
14	هاون	هاون	هاون	هاون	N1	اسم
15	برنجی	برنجی|برنج	برنجی	برنجی|برنج+ی	Y+N1|A0	صفت|اسم + ی
16	در	در|در|در|در|در	در	در|در|در|در|در	VPr|N1|N1|V6|Pr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل
